Discipline,Specialty,Year,AllRef,OutSpecRef,OutDiscRef,AllCit,OutSpecCit,OutDiscCit
Social Sciences,Planning & Urban Studies,1994,2033,0.79,0.34,3616,0.67,0.35
Social Sciences,Planning & Urban Studies,1995,3309,0.83,0.38,6097,0.67,0.31
Social Sciences,Planning & Urban Studies,1996,3311,0.81,0.28,6186,0.69,0.34
Social Sciences,Planning & Urban Studies,1997,3747,0.78,0.33,7767,0.65,0.3
Social Sciences,Planning & Urban Studies,1998,4194,0.76,0.26,7337,0.68,0.3
Social Sciences,Planning & Urban Studies,1999,4121,0.76,0.26,8435,0.72,0.36
Social Sciences,Planning & Urban Studies,2000,4997,0.76,0.29,10018,0.69,0.34
Social Sciences,Planning & Urban Studies,2001,5825,0.75,0.26,9489,0.69,0.33
Social Sciences,Planning & Urban Studies,2002,5954,0.77,0.26,9568,0.71,0.32
Social Sciences,Planning & Urban Studies,2003,7120,0.77,0.28,10342,0.74,0.35
Social Sciences,Planning & Urban Studies,2004,7737,0.77,0.27,10393,0.72,0.36
Social Sciences,Planning & Urban Studies,2005,8616,0.79,0.31,10137,0.74,0.35
Social Sciences,Planning & Urban Studies,2006,11321,0.78,0.3,12642,0.75,0.42
Social Sciences,Planning & Urban Studies,2007,13509,0.81,0.37,10920,0.76,0.44
Social Sciences,Planning & Urban Studies,2008,14006,0.79,0.33,8968,0.73,0.39
Social Sciences,Planning & Urban Studies,2009,18005,0.81,0.34,8639,0.74,0.4
Social Sciences,Planning & Urban Studies,2010,21029,0.81,0.36,7729,0.73,0.41
Social Sciences,Planning & Urban Studies,2011,23878,0.82,0.38,5926,0.73,0.43
Social Sciences,Planning & Urban Studies,2012,27568,0.82,0.39,4101,0.72,0.44
Social Sciences,Planning & Urban Studies,2013,31826,0.81,0.35,2046,0.71,0.44
Social Sciences,Planning & Urban Studies,2014,36462,0.81,0.37,496,0.65,0.41
Social Sciences,Political Science and Public Administration,1950,148,0.83,0.61,364,0.45,0.18
Social Sciences,Political Science and Public Administration,1952,144,0.64,0.41,557,0.39,0.17
Social Sciences,Political Science and Public Administration,1955,139,0.73,0.47,1053,0.53,0.27
Social Sciences,Political Science and Public Administration,1956,191,0.55,0.3,943,0.4,0.13
Social Sciences,Political Science and Public Administration,1957,243,0.49,0.2,795,0.48,0.24
Social Sciences,Political Science and Public Administration,1958,243,0.65,0.37,1326,0.55,0.21
Social Sciences,Political Science and Public Administration,1959,267,0.64,0.38,3721,0.62,0.31
Social Sciences,Political Science and Public Administration,1960,456,0.6,0.24,1720,0.51,0.18
Social Sciences,Political Science and Public Administration,1961,358,0.63,0.28,2300,0.54,0.17
Social Sciences,Political Science and Public Administration,1962,290,0.52,0.21,2266,0.63,0.29
Social Sciences,Political Science and Public Administration,1963,445,0.58,0.24,2758,0.43,0.14
Social Sciences,Political Science and Public Administration,1964,415,0.56,0.17,1807,0.52,0.19
Social Sciences,Political Science and Public Administration,1965,539,0.47,0.17,1880,0.47,0.17
Social Sciences,Political Science and Public Administration,1966,495,0.59,0.18,2716,0.47,0.16
Social Sciences,Political Science and Public Administration,1967,847,0.62,0.2,3474,0.57,0.2
Social Sciences,Political Science and Public Administration,1968,1227,0.59,0.21,4837,0.48,0.15
Social Sciences,Political Science and Public Administration,1969,1381,0.56,0.18,5794,0.48,0.19
Social Sciences,Political Science and Public Administration,1970,1600,0.57,0.17,5618,0.5,0.14
Social Sciences,Political Science and Public Administration,1971,1664,0.56,0.16,5438,0.46,0.13
Social Sciences,Political Science and Public Administration,1972,2296,0.55,0.17,5270,0.46,0.14
Social Sciences,Political Science and Public Administration,1973,2057,0.54,0.17,7020,0.58,0.25
Social Sciences,Political Science and Public Administration,1974,3111,0.58,0.18,6888,0.5,0.17
Social Sciences,Political Science and Public Administration,1975,3181,0.53,0.17,7958,0.5,0.21
Social Sciences,Political Science and Public Administration,1976,3735,0.6,0.21,7676,0.55,0.2
Social Sciences,Political Science and Public Administration,1977,4056,0.55,0.19,8451,0.47,0.15
Social Sciences,Political Science and Public Administration,1978,4076,0.56,0.19,9773,0.53,0.2
Social Sciences,Political Science and Public Administration,1979,3979,0.56,0.22,10171,0.47,0.18
Social Sciences,Political Science and Public Administration,1980,4238,0.55,0.21,8990,0.47,0.17
Social Sciences,Political Science and Public Administration,1981,4638,0.51,0.2,9633,0.48,0.18
Social Sciences,Political Science and Public Administration,1982,4831,0.51,0.19,8860,0.47,0.19
Social Sciences,Political Science and Public Administration,1983,5378,0.48,0.17,9367,0.48,0.18
Social Sciences,Political Science and Public Administration,1984,5605,0.45,0.15,10869,0.47,0.18
Social Sciences,Political Science and Public Administration,1985,5635,0.49,0.17,12467,0.46,0.17
Social Sciences,Political Science and Public Administration,1986,6062,0.49,0.19,12039,0.52,0.18
Social Sciences,Political Science and Public Administration,1987,5855,0.5,0.21,11269,0.49,0.19
Social Sciences,Political Science and Public Administration,1988,6537,0.51,0.19,12560,0.49,0.18
Social Sciences,Political Science and Public Administration,1989,6013,0.45,0.14,12177,0.5,0.18
Social Sciences,Political Science and Public Administration,1990,6377,0.46,0.16,12796,0.44,0.16
Social Sciences,Political Science and Public Administration,1991,7019,0.47,0.16,14388,0.5,0.19
Social Sciences,Political Science and Public Administration,1992,7498,0.47,0.17,15023,0.49,0.18
Social Sciences,Political Science and Public Administration,1993,8455,0.5,0.17,18394,0.52,0.18
Social Sciences,Political Science and Public Administration,1994,8687,0.51,0.23,17687,0.51,0.2
Social Sciences,Political Science and Public Administration,1995,10013,0.48,0.2,21653,0.48,0.19
Social Sciences,Political Science and Public Administration,1996,10120,0.48,0.18,21027,0.5,0.22
Social Sciences,Political Science and Public Administration,1997,11403,0.49,0.19,20854,0.51,0.21
Social Sciences,Political Science and Public Administration,1998,12924,0.52,0.19,24292,0.51,0.21
Social Sciences,Political Science and Public Administration,1999,13581,0.5,0.2,22902,0.51,0.23
Social Sciences,Political Science and Public Administration,2000,14740,0.52,0.2,28793,0.53,0.24
Social Sciences,Political Science and Public Administration,2001,15764,0.54,0.23,28208,0.54,0.28
Social Sciences,Political Science and Public Administration,2002,16575,0.52,0.21,31938,0.55,0.29
Social Sciences,Political Science and Public Administration,2003,19375,0.55,0.23,30679,0.57,0.28
Social Sciences,Political Science and Public Administration,2004,21127,0.53,0.23,30686,0.54,0.27
Social Sciences,Political Science and Public Administration,2005,23376,0.53,0.23,30631,0.54,0.28
Social Sciences,Political Science and Public Administration,2006,28924,0.54,0.25,32900,0.55,0.29
Social Sciences,Political Science and Public Administration,2007,32899,0.54,0.24,32381,0.55,0.3
Social Sciences,Political Science and Public Administration,2008,44131,0.57,0.27,31637,0.57,0.33
Social Sciences,Political Science and Public Administration,2009,52578,0.57,0.29,28016,0.57,0.35
Social Sciences,Political Science and Public Administration,2010,57007,0.56,0.28,22073,0.55,0.31
Social Sciences,Political Science and Public Administration,2011,63457,0.57,0.27,16471,0.55,0.32
Social Sciences,Political Science and Public Administration,2012,68969,0.57,0.27,10894,0.55,0.33
Social Sciences,Political Science and Public Administration,2013,77242,0.57,0.27,5090,0.51,0.32
Social Sciences,Political Science and Public Administration,2014,84551,0.56,0.27,1410,0.42,0.25
Social Sciences,Science studies,1956,288,0.99,0.75,584,0.76,0.66
Social Sciences,Science studies,1957,144,0.85,0.73,387,0.64,0.51
Social Sciences,Science studies,1958,278,0.8,0.73,563,0.7,0.59
Social Sciences,Science studies,1959,152,0.78,0.66,288,0.61,0.53
Social Sciences,Science studies,1960,210,0.82,0.76,281,0.6,0.46
Social Sciences,Science studies,1961,195,0.77,0.69,738,0.71,0.52
Social Sciences,Science studies,1962,225,0.77,0.75,710,0.6,0.51
Social Sciences,Science studies,1963,216,0.56,0.53,574,0.59,0.48
Social Sciences,Science studies,1965,517,0.75,0.66,616,0.68,0.61
Social Sciences,Science studies,1966,150,0.73,0.67,489,0.72,0.58
Social Sciences,Science studies,1967,128,0.78,0.73,1387,0.77,0.68
Social Sciences,Science studies,1968,216,0.85,0.77,618,0.63,0.47
Social Sciences,Science studies,1969,160,0.76,0.64,916,0.71,0.63
Social Sciences,Science studies,1970,460,0.73,0.64,1049,0.67,0.62
Social Sciences,Science studies,1971,592,0.81,0.72,598,0.59,0.49
Social Sciences,Science studies,1972,239,0.69,0.54,766,0.53,0.43
Social Sciences,Science studies,1973,537,0.82,0.65,1012,0.51,0.45
Social Sciences,Science studies,1974,510,0.72,0.66,929,0.51,0.46
Social Sciences,Science studies,1975,392,0.71,0.53,1402,0.65,0.49
Social Sciences,Science studies,1976,568,0.72,0.55,1534,0.56,0.45
Social Sciences,Science studies,1977,1120,0.81,0.66,2708,0.7,0.62
Social Sciences,Science studies,1978,958,0.74,0.65,2394,0.66,0.55
Social Sciences,Science studies,1979,1396,0.8,0.67,2401,0.66,0.58
Social Sciences,Science studies,1980,1622,0.77,0.64,3383,0.7,0.58
Social Sciences,Science studies,1981,1749,0.81,0.7,3579,0.64,0.52
Social Sciences,Science studies,1982,1790,0.77,0.64,2803,0.64,0.51
Social Sciences,Science studies,1983,1545,0.79,0.63,2770,0.65,0.54
Social Sciences,Science studies,1984,2613,0.74,0.64,3255,0.63,0.54
Social Sciences,Science studies,1985,2732,0.73,0.64,3309,0.61,0.53
Social Sciences,Science studies,1986,3069,0.74,0.64,3685,0.68,0.55
Social Sciences,Science studies,1987,2917,0.77,0.64,3395,0.68,0.52
Social Sciences,Science studies,1988,2510,0.72,0.59,3174,0.66,0.51
Social Sciences,Science studies,1989,2535,0.69,0.59,4512,0.71,0.56
Social Sciences,Science studies,1990,2294,0.74,0.64,3225,0.64,0.5
Social Sciences,Science studies,1991,2293,0.72,0.63,3538,0.65,0.53
Social Sciences,Science studies,1992,2901,0.76,0.68,3685,0.66,0.55
Social Sciences,Science studies,1993,2829,0.74,0.62,3824,0.66,0.51
Social Sciences,Science studies,1994,3237,0.71,0.58,3800,0.62,0.48
Social Sciences,Science studies,1995,3209,0.73,0.64,3495,0.66,0.55
Social Sciences,Science studies,1996,3578,0.72,0.64,3812,0.66,0.52
Social Sciences,Science studies,1997,3613,0.76,0.68,3610,0.64,0.52
Social Sciences,Science studies,1998,4115,0.77,0.67,4006,0.66,0.53
Social Sciences,Science studies,1999,4465,0.75,0.67,4169,0.65,0.51
Social Sciences,Science studies,2000,4703,0.76,0.64,5750,0.68,0.51
Social Sciences,Science studies,2001,4789,0.75,0.66,5122,0.66,0.53
Social Sciences,Science studies,2002,5233,0.75,0.66,5115,0.64,0.5
Social Sciences,Science studies,2003,5890,0.76,0.66,4870,0.65,0.53
Social Sciences,Science studies,2004,5891,0.76,0.65,5412,0.66,0.52
Social Sciences,Science studies,2005,6831,0.76,0.67,5453,0.68,0.56
Social Sciences,Science studies,2006,7631,0.79,0.7,5006,0.68,0.54
Social Sciences,Science studies,2007,8668,0.78,0.67,5418,0.68,0.55
Social Sciences,Science studies,2008,10316,0.78,0.67,5061,0.68,0.55
Social Sciences,Science studies,2009,12562,0.8,0.7,4591,0.64,0.54
Social Sciences,Science studies,2010,14387,0.8,0.69,4016,0.66,0.55
Social Sciences,Science studies,2011,14295,0.75,0.64,3053,0.62,0.51
Social Sciences,Science studies,2012,18195,0.78,0.67,1981,0.64,0.53
Social Sciences,Science studies,2013,22766,0.77,0.68,1298,0.62,0.53
Social Sciences,Science studies,2014,22724,0.79,0.7,369,0.62,0.51
Social Sciences,Sociology,1950,404,0.46,0.39,5207,0.72,0.47
Social Sciences,Sociology,1951,508,0.38,0.29,4352,0.7,0.53
Social Sciences,Sociology,1952,402,0.43,0.33,3710,0.64,0.45
Social Sciences,Sociology,1953,625,0.38,0.25,4004,0.66,0.45
Social Sciences,Sociology,1954,585,0.41,0.34,5044,0.68,0.5
Social Sciences,Sociology,1955,497,0.42,0.32,6533,0.71,0.49
Social Sciences,Sociology,1956,921,0.44,0.3,7707,0.62,0.43
Social Sciences,Sociology,1957,822,0.42,0.33,8325,0.67,0.44
Social Sciences,Sociology,1958,922,0.45,0.31,7227,0.66,0.44
Social Sciences,Sociology,1959,981,0.42,0.32,7427,0.62,0.42
Social Sciences,Sociology,1960,1442,0.45,0.35,12414,0.74,0.56
Social Sciences,Sociology,1961,1315,0.45,0.32,9862,0.69,0.49
Social Sciences,Sociology,1962,1810,0.44,0.32,10910,0.71,0.49
Social Sciences,Sociology,1963,1755,0.43,0.3,9876,0.68,0.48
Social Sciences,Sociology,1964,2130,0.47,0.36,9503,0.64,0.43
Social Sciences,Sociology,1965,2327,0.45,0.35,11689,0.67,0.47
Social Sciences,Sociology,1966,2608,0.45,0.33,11259,0.63,0.42
Social Sciences,Sociology,1967,3089,0.43,0.29,13555,0.65,0.46
Social Sciences,Sociology,1968,2944,0.44,0.31,13914,0.65,0.46
Social Sciences,Sociology,1969,4686,0.47,0.29,13720,0.62,0.41
Social Sciences,Sociology,1970,5938,0.46,0.31,15642,0.6,0.39
Social Sciences,Sociology,1971,6230,0.46,0.27,13672,0.6,0.37
Social Sciences,Sociology,1972,6022,0.47,0.31,18128,0.67,0.48
Social Sciences,Sociology,1973,7220,0.47,0.31,22142,0.69,0.48
Social Sciences,Sociology,1974,7288,0.48,0.31,17829,0.63,0.41
Social Sciences,Sociology,1975,8885,0.48,0.28,20380,0.61,0.4
Social Sciences,Sociology,1976,9822,0.47,0.27,25560,0.66,0.48
Social Sciences,Sociology,1977,10354,0.49,0.3,30176,0.66,0.47
Social Sciences,Sociology,1978,11539,0.51,0.3,24986,0.62,0.42
Social Sciences,Sociology,1979,10706,0.49,0.28,28937,0.67,0.45
Social Sciences,Sociology,1980,14016,0.53,0.33,25703,0.62,0.41
Social Sciences,Sociology,1981,12578,0.51,0.29,22888,0.63,0.43
Social Sciences,Sociology,1982,13513,0.51,0.31,22961,0.63,0.41
Social Sciences,Sociology,1983,13559,0.52,0.31,34837,0.7,0.51
Social Sciences,Sociology,1984,14316,0.52,0.33,26025,0.64,0.43
Social Sciences,Sociology,1985,15537,0.51,0.3,32973,0.67,0.44
Social Sciences,Sociology,1986,14801,0.51,0.3,28584,0.62,0.42
Social Sciences,Sociology,1987,14931,0.51,0.31,31013,0.68,0.47
Social Sciences,Sociology,1988,16292,0.51,0.3,31316,0.67,0.45
Social Sciences,Sociology,1989,16133,0.53,0.32,31645,0.67,0.45
Social Sciences,Sociology,1990,17028,0.52,0.33,31232,0.65,0.44
Social Sciences,Sociology,1991,17759,0.51,0.32,32687,0.64,0.42
Social Sciences,Sociology,1992,17589,0.52,0.32,32545,0.67,0.46
Social Sciences,Sociology,1993,17782,0.53,0.33,32885,0.64,0.4
Social Sciences,Sociology,1994,17790,0.54,0.31,30931,0.64,0.41
Social Sciences,Sociology,1995,20133,0.55,0.34,33827,0.67,0.46
Social Sciences,Sociology,1996,19653,0.53,0.31,36832,0.66,0.43
Social Sciences,Sociology,1997,18925,0.55,0.32,33339,0.66,0.43
Social Sciences,Sociology,1998,21167,0.56,0.35,36788,0.7,0.45
Social Sciences,Sociology,1999,22689,0.56,0.32,34902,0.69,0.43
Social Sciences,Sociology,2000,25031,0.55,0.32,40987,0.68,0.43
Social Sciences,Sociology,2001,23993,0.57,0.35,36381,0.71,0.48
Social Sciences,Sociology,2002,24111,0.57,0.33,32050,0.7,0.44
Social Sciences,Sociology,2003,26664,0.59,0.35,32480,0.7,0.44
Social Sciences,Sociology,2004,28094,0.59,0.34,33045,0.7,0.45
Social Sciences,Sociology,2005,30859,0.61,0.35,31906,0.7,0.43
Social Sciences,Sociology,2006,33681,0.59,0.34,28225,0.69,0.44
Social Sciences,Sociology,2007,39123,0.61,0.35,27846,0.71,0.45
Social Sciences,Sociology,2008,46640,0.62,0.37,23650,0.69,0.44
Social Sciences,Sociology,2009,49905,0.63,0.37,20022,0.68,0.43
Social Sciences,Sociology,2010,55510,0.63,0.37,16898,0.67,0.42
Social Sciences,Sociology,2011,60476,0.64,0.38,11323,0.67,0.41
Social Sciences,Sociology,2012,64905,0.66,0.38,7032,0.67,0.41
Social Sciences,Sociology,2013,73202,0.67,0.41,3047,0.64,0.42
Social Sciences,Sociology,2014,69056,0.68,0.39,661,0.52,0.32
Arts,Arts,1956,,,,22,0.41,0.41
Arts,Arts,1958,,,,3,0.67,0.67
Arts,Arts,1969,195,0.63,0.63,325,0.35,0.34
Arts,Arts,1970,148,0.56,0.56,329,0.27,0.26
Arts,Arts,1971,105,0.82,0.81,302,0.29,0.28
Arts,Arts,1974,222,0.67,0.67,528,0.31,0.3
Arts,Arts,1975,423,0.69,0.68,2803,0.27,0.25
Arts,Arts,1976,895,0.61,0.6,3290,0.37,0.35
Arts,Arts,1977,980,0.58,0.58,3577,0.37,0.36
Arts,Arts,1978,1040,0.57,0.56,3685,0.37,0.35
Arts,Arts,1979,1181,0.51,0.5,3272,0.3,0.3
Arts,Arts,1980,1528,0.44,0.43,4169,0.43,0.4
Arts,Arts,1981,1579,0.44,0.43,3837,0.38,0.36
Arts,Arts,1982,1760,0.46,0.44,4042,0.42,0.41
Arts,Arts,1983,1980,0.43,0.42,4817,0.43,0.41
Arts,Arts,1984,2128,0.41,0.39,4390,0.39,0.37
Arts,Arts,1985,2775,0.44,0.43,4820,0.5,0.48
Arts,Arts,1986,2843,0.4,0.4,4109,0.42,0.41
Arts,Arts,1987,2523,0.4,0.38,4071,0.4,0.38
Arts,Arts,1988,2347,0.4,0.38,4349,0.46,0.45
Arts,Arts,1989,2891,0.35,0.34,4859,0.51,0.49
Arts,Arts,1990,2598,0.43,0.41,3999,0.47,0.46
Arts,Arts,1991,2927,0.39,0.37,4801,0.54,0.53
Arts,Arts,1992,2896,0.41,0.4,4104,0.49,0.48
Arts,Arts,1993,3431,0.47,0.46,3913,0.48,0.46
Arts,Arts,1994,3508,0.46,0.45,4062,0.54,0.53
Arts,Arts,1995,3174,0.44,0.42,3947,0.52,0.51
Arts,Arts,1996,3329,0.43,0.41,3676,0.52,0.51
Arts,Arts,1997,3501,0.44,0.42,3910,0.48,0.47
Arts,Arts,1998,3455,0.41,0.4,4117,0.53,0.51
Arts,Arts,1999,3551,0.47,0.46,3724,0.52,0.5
Arts,Arts,2000,3760,0.49,0.49,4688,0.64,0.62
Arts,Arts,2001,4046,0.51,0.49,3541,0.57,0.56
Arts,Arts,2002,3734,0.46,0.44,3850,0.6,0.59
Arts,Arts,2003,4084,0.51,0.5,3756,0.62,0.61
Arts,Arts,2004,4173,0.53,0.51,3819,0.66,0.64
Arts,Arts,2005,4322,0.53,0.51,2769,0.58,0.56
Arts,Arts,2006,4673,0.52,0.51,3168,0.59,0.58
Arts,Arts,2007,5474,0.59,0.58,3209,0.59,0.58
Arts,Arts,2008,6376,0.59,0.58,3021,0.62,0.61
Arts,Arts,2009,8558,0.69,0.68,2862,0.59,0.58
Arts,Arts,2010,8524,0.64,0.63,2436,0.55,0.54
Arts,Arts,2011,10447,0.67,0.65,2026,0.58,0.58
Arts,Arts,2012,11182,0.65,0.64,1453,0.57,0.56
Arts,Arts,2013,12120,0.67,0.66,631,0.62,0.61
Arts,Arts,2014,13010,0.69,0.68,162,0.59,0.59
Biology,Biology,1950,17084,0.62,0.48,52164,0.57,0.34
Biology,Biology,1951,18436,0.6,0.48,55759,0.57,0.35
Biology,Biology,1952,18874,0.58,0.45,58473,0.57,0.33
Biology,Biology,1953,24857,0.61,0.48,66258,0.57,0.35
Biology,Biology,1954,25762,0.6,0.47,69338,0.56,0.33
Biology,Biology,1955,17995,0.57,0.46,57550,0.54,0.35
Biology,Biology,1956,20415,0.59,0.48,56902,0.54,0.35
Biology,Biology,1957,21415,0.58,0.47,56371,0.52,0.32
Biology,Biology,1958,22509,0.58,0.47,58682,0.54,0.33
Biology,Biology,1959,24355,0.59,0.5,64148,0.53,0.31
Biology,Biology,1960,25875,0.59,0.48,73719,0.51,0.3
Biology,Biology,1961,35042,0.62,0.5,99972,0.55,0.31
Biology,Biology,1962,36773,0.63,0.52,136921,0.48,0.28
Biology,Biology,1963,38431,0.62,0.51,107053,0.54,0.31
Biology,Biology,1964,43924,0.62,0.51,122879,0.55,0.3
Biology,Biology,1965,51647,0.62,0.51,146911,0.52,0.29
Biology,Biology,1966,76921,0.65,0.52,239127,0.54,0.3
Biology,Biology,1967,88734,0.64,0.5,252361,0.52,0.28
Biology,Biology,1968,104155,0.63,0.49,281229,0.52,0.29
Biology,Biology,1969,123929,0.63,0.48,310558,0.53,0.29
Biology,Biology,1970,126039,0.61,0.47,312536,0.52,0.29
Biology,Biology,1971,146968,0.61,0.47,361148,0.53,0.3
Biology,Biology,1972,160082,0.61,0.46,369168,0.53,0.3
Biology,Biology,1973,170604,0.6,0.45,381200,0.52,0.3
Biology,Biology,1974,179557,0.59,0.45,406847,0.52,0.29
Biology,Biology,1975,187247,0.58,0.43,412210,0.51,0.29
Biology,Biology,1976,207468,0.58,0.43,450574,0.51,0.29
Biology,Biology,1977,219297,0.57,0.42,524112,0.51,0.27
Biology,Biology,1978,230406,0.57,0.41,556798,0.52,0.28
Biology,Biology,1979,292096,0.58,0.41,575761,0.52,0.28
Biology,Biology,1980,311162,0.57,0.39,644310,0.52,0.28
Biology,Biology,1981,327721,0.56,0.39,634883,0.51,0.27
Biology,Biology,1982,361325,0.57,0.39,671178,0.51,0.28
Biology,Biology,1983,387565,0.56,0.38,699384,0.51,0.27
Biology,Biology,1984,425515,0.56,0.37,745174,0.51,0.27
Biology,Biology,1985,460585,0.56,0.37,737452,0.51,0.28
Biology,Biology,1986,454981,0.56,0.37,748433,0.52,0.28
Biology,Biology,1987,474003,0.56,0.37,785586,0.52,0.29
Biology,Biology,1988,499007,0.56,0.38,791961,0.53,0.3
Biology,Biology,1989,508770,0.55,0.37,819948,0.53,0.3
Biology,Biology,1990,544632,0.55,0.37,885769,0.53,0.3
Biology,Biology,1991,572403,0.56,0.37,924419,0.54,0.31
Biology,Biology,1992,590899,0.56,0.37,959482,0.54,0.32
Biology,Biology,1993,624262,0.56,0.38,979324,0.55,0.32
Biology,Biology,1994,658591,0.56,0.37,978414,0.54,0.31
Biology,Biology,1995,734882,0.57,0.38,1049801,0.55,0.33
Biology,Biology,1996,842886,0.57,0.38,1097021,0.56,0.33
Biology,Biology,1997,879209,0.57,0.37,1117572,0.55,0.33
Biology,Biology,1998,932822,0.58,0.38,1193815,0.57,0.35
Biology,Biology,1999,966862,0.58,0.38,1197543,0.57,0.35
Biology,Biology,2000,1032825,0.58,0.38,1289095,0.58,0.36
Biology,Biology,2001,1101139,0.59,0.39,1271105,0.59,0.37
Biology,Biology,2002,1196612,0.6,0.4,1308055,0.59,0.37
Biology,Biology,2003,1305328,0.6,0.4,1326079,0.6,0.38
Biology,Biology,2004,1392421,0.6,0.4,1304389,0.6,0.39
Biology,Biology,2005,1534913,0.62,0.41,1282829,0.61,0.4
Biology,Biology,2006,1711636,0.61,0.41,1263264,0.61,0.4
Biology,Biology,2007,1868282,0.62,0.42,1169855,0.61,0.41
Biology,Biology,2008,2068680,0.63,0.42,1050018,0.61,0.41
Biology,Biology,2009,2211401,0.63,0.42,928464,0.61,0.42
Biology,Biology,2010,2411852,0.64,0.42,787957,0.61,0.42
Biology,Biology,2011,2619775,0.64,0.42,595281,0.6,0.42
Biology,Biology,2012,2792915,0.64,0.43,397727,0.6,0.42
Biology,Biology,2013,3006344,0.64,0.43,201314,0.58,0.42
Biology,Biology,2014,3105756,0.64,0.44,44535,0.54,0.4
Biomedical Research,Biomedical Research,1950,61027,0.65,0.42,209771,0.76,0.56
Biomedical Research,Biomedical Research,1951,69366,0.64,0.41,544338,0.72,0.51
Biomedical Research,Biomedical Research,1952,78524,0.66,0.43,269304,0.74,0.53
Biomedical Research,Biomedical Research,1953,90855,0.65,0.42,303260,0.73,0.52
Biomedical Research,Biomedical Research,1954,94199,0.64,0.41,282327,0.73,0.52
Biomedical Research,Biomedical Research,1955,99725,0.64,0.41,341497,0.73,0.53
Biomedical Research,Biomedical Research,1956,104644,0.64,0.4,362690,0.73,0.51
Biomedical Research,Biomedical Research,1957,120886,0.64,0.41,439830,0.73,0.52
Biomedical Research,Biomedical Research,1958,125210,0.64,0.39,406371,0.74,0.52
Biomedical Research,Biomedical Research,1959,144136,0.64,0.39,515564,0.72,0.51
Biomedical Research,Biomedical Research,1960,159142,0.64,0.38,514221,0.72,0.5
Biomedical Research,Biomedical Research,1961,177210,0.63,0.37,571582,0.71,0.47
Biomedical Research,Biomedical Research,1962,208585,0.63,0.37,662843,0.72,0.49
Biomedical Research,Biomedical Research,1963,242587,0.63,0.36,747819,0.71,0.48
Biomedical Research,Biomedical Research,1964,247373,0.62,0.35,787411,0.72,0.48
Biomedical Research,Biomedical Research,1965,265714,0.61,0.34,774786,0.71,0.47
Biomedical Research,Biomedical Research,1966,295889,0.6,0.32,848822,0.7,0.46
Biomedical Research,Biomedical Research,1967,317020,0.59,0.32,910296,0.68,0.45
Biomedical Research,Biomedical Research,1968,361377,0.59,0.31,990840,0.68,0.44
Biomedical Research,Biomedical Research,1969,414328,0.6,0.31,1105950,0.67,0.44
Biomedical Research,Biomedical Research,1970,426146,0.59,0.3,1320659,0.73,0.43
Biomedical Research,Biomedical Research,1971,500115,0.58,0.29,1296687,0.69,0.45
Biomedical Research,Biomedical Research,1972,556925,0.58,0.28,1351162,0.68,0.44
Biomedical Research,Biomedical Research,1973,617459,0.58,0.28,1408858,0.68,0.43
Biomedical Research,Biomedical Research,1974,656278,0.59,0.28,1471963,0.68,0.43
Biomedical Research,Biomedical Research,1975,716843,0.59,0.29,1601168,0.69,0.42
Biomedical Research,Biomedical Research,1976,753060,0.59,0.29,1746166,0.69,0.44
Biomedical Research,Biomedical Research,1977,800283,0.59,0.28,1830085,0.7,0.42
Biomedical Research,Biomedical Research,1978,843343,0.59,0.28,1762130,0.69,0.43
Biomedical Research,Biomedical Research,1979,914212,0.59,0.29,1970149,0.7,0.44
Biomedical Research,Biomedical Research,1980,977810,0.59,0.28,2058286,0.71,0.44
Biomedical Research,Biomedical Research,1981,1060477,0.59,0.28,2137916,0.7,0.43
Biomedical Research,Biomedical Research,1982,1195187,0.6,0.29,2245330,0.7,0.43
Biomedical Research,Biomedical Research,1983,1234332,0.6,0.29,2407895,0.7,0.43
Biomedical Research,Biomedical Research,1984,1305018,0.6,0.29,2512692,0.71,0.43
Biomedical Research,Biomedical Research,1985,1366735,0.61,0.29,2640959,0.72,0.44
Biomedical Research,Biomedical Research,1986,1438061,0.61,0.28,2705970,0.72,0.44
Biomedical Research,Biomedical Research,1987,1534490,0.62,0.28,3091053,0.72,0.44
Biomedical Research,Biomedical Research,1988,1607206,0.62,0.28,3116803,0.73,0.44
Biomedical Research,Biomedical Research,1989,1717709,0.62,0.28,3301927,0.72,0.44
Biomedical Research,Biomedical Research,1990,1813674,0.62,0.28,3605509,0.73,0.45
Biomedical Research,Biomedical Research,1991,1955045,0.62,0.27,3710345,0.73,0.44
Biomedical Research,Biomedical Research,1992,2088861,0.63,0.27,3863185,0.73,0.45
Biomedical Research,Biomedical Research,1993,2193545,0.63,0.27,4099862,0.73,0.45
Biomedical Research,Biomedical Research,1994,2415619,0.62,0.27,4258404,0.73,0.45
Biomedical Research,Biomedical Research,1995,2527170,0.63,0.28,4375529,0.74,0.46
Biomedical Research,Biomedical Research,1996,2661589,0.64,0.28,4360222,0.75,0.46
Biomedical Research,Biomedical Research,1997,2778596,0.64,0.29,4675350,0.75,0.46
Biomedical Research,Biomedical Research,1998,2920209,0.65,0.3,4796374,0.76,0.47
Biomedical Research,Biomedical Research,1999,3014650,0.65,0.3,4866496,0.76,0.47
Biomedical Research,Biomedical Research,2000,3140877,0.66,0.31,5093302,0.77,0.48
Biomedical Research,Biomedical Research,2001,3220252,0.67,0.32,4865610,0.78,0.49
Biomedical Research,Biomedical Research,2002,3372052,0.68,0.33,4727804,0.78,0.49
