Discipline,Specialty,Year,AllRef,OutSpecRef,OutDiscRef,AllCit,OutSpecCit,OutDiscCit
Biology,Entomology,1989,33125,0.5,0.29,49942,0.48,0.24
Biology,Entomology,1990,39862,0.49,0.29,60304,0.47,0.24
Biology,Entomology,1991,37649,0.5,0.29,54974,0.48,0.24
Biology,Entomology,1992,38169,0.5,0.3,55337,0.48,0.25
Biology,Entomology,1993,41211,0.52,0.32,55697,0.51,0.26
Biology,Entomology,1994,44584,0.52,0.31,58390,0.51,0.25
Biology,Entomology,1995,46237,0.52,0.32,58740,0.5,0.27
Biology,Entomology,1996,54686,0.52,0.31,58316,0.5,0.27
Biology,Entomology,1997,55561,0.52,0.31,57229,0.52,0.27
Biology,Entomology,1998,55518,0.53,0.31,59378,0.53,0.28
Biology,Entomology,1999,59275,0.52,0.3,58333,0.52,0.28
Biology,Entomology,2000,64314,0.53,0.31,65378,0.54,0.29
Biology,Entomology,2001,64617,0.55,0.33,60265,0.54,0.3
Biology,Entomology,2002,68700,0.56,0.33,58857,0.55,0.3
Biology,Entomology,2003,71567,0.55,0.32,56268,0.55,0.31
Biology,Entomology,2004,79886,0.54,0.31,59504,0.54,0.3
Biology,Entomology,2005,85859,0.56,0.32,57964,0.56,0.31
Biology,Entomology,2006,94073,0.56,0.32,54011,0.56,0.31
Biology,Entomology,2007,99864,0.58,0.32,47478,0.57,0.3
Biology,Entomology,2008,109436,0.6,0.33,45241,0.57,0.32
Biology,Entomology,2009,114687,0.59,0.33,37313,0.57,0.31
Biology,Entomology,2010,130522,0.61,0.34,34872,0.59,0.33
Biology,Entomology,2011,134307,0.62,0.34,24184,0.59,0.33
Biology,Entomology,2012,136476,0.61,0.33,15735,0.58,0.33
Biology,Entomology,2013,146343,0.63,0.34,8606,0.58,0.35
Biology,Entomology,2014,146189,0.63,0.34,1651,0.56,0.35
Biology,General Biology,1950,614,0.78,0.6,2146,0.85,0.44
Biology,General Biology,1951,878,0.81,0.65,4467,0.94,0.7
Biology,General Biology,1952,884,0.79,0.63,3179,0.92,0.48
Biology,General Biology,1953,1072,0.81,0.67,3642,0.9,0.54
Biology,General Biology,1954,1207,0.81,0.7,3922,0.9,0.56
Biology,General Biology,1955,545,0.64,0.51,3152,0.89,0.57
Biology,General Biology,1956,536,0.75,0.56,2470,0.92,0.51
Biology,General Biology,1957,370,0.77,0.57,1345,0.86,0.43
Biology,General Biology,1958,585,0.74,0.56,4400,0.88,0.47
Biology,General Biology,1959,425,0.68,0.56,2154,0.84,0.44
Biology,General Biology,1960,540,0.63,0.49,3330,0.81,0.46
Biology,General Biology,1961,1524,0.81,0.59,5997,0.89,0.39
Biology,General Biology,1962,1700,0.86,0.68,4861,0.88,0.37
Biology,General Biology,1963,2168,0.84,0.64,6362,0.89,0.37
Biology,General Biology,1964,2202,0.81,0.6,6028,0.87,0.38
Biology,General Biology,1965,2455,0.79,0.57,6814,0.88,0.38
Biology,General Biology,1966,5082,0.89,0.72,14601,0.93,0.61
Biology,General Biology,1967,3119,0.82,0.56,9306,0.86,0.37
Biology,General Biology,1968,4038,0.83,0.59,8539,0.86,0.43
Biology,General Biology,1969,5207,0.83,0.58,10670,0.87,0.43
Biology,General Biology,1970,4162,0.8,0.54,9670,0.88,0.38
Biology,General Biology,1971,4602,0.79,0.52,9776,0.87,0.41
Biology,General Biology,1972,5181,0.83,0.55,9304,0.88,0.43
Biology,General Biology,1973,4585,0.79,0.5,9399,0.87,0.43
Biology,General Biology,1974,4527,0.82,0.61,7860,0.87,0.51
Biology,General Biology,1975,4210,0.81,0.58,7061,0.84,0.48
Biology,General Biology,1976,4927,0.85,0.68,7475,0.86,0.52
Biology,General Biology,1977,4239,0.86,0.63,8534,0.86,0.45
Biology,General Biology,1978,5104,0.85,0.65,10592,0.86,0.45
Biology,General Biology,1979,7974,0.9,0.73,10087,0.85,0.51
Biology,General Biology,1980,8005,0.89,0.71,12765,0.87,0.48
Biology,General Biology,1981,8110,0.89,0.68,11970,0.86,0.49
Biology,General Biology,1982,11653,0.91,0.73,14989,0.86,0.5
Biology,General Biology,1983,9685,0.88,0.68,11517,0.85,0.45
Biology,General Biology,1984,10208,0.89,0.67,10786,0.85,0.44
Biology,General Biology,1985,11303,0.88,0.65,11846,0.83,0.48
Biology,General Biology,1986,9668,0.89,0.64,11300,0.85,0.48
Biology,General Biology,1987,10071,0.88,0.68,20548,0.9,0.62
Biology,General Biology,1988,13619,0.91,0.7,27148,0.92,0.7
Biology,General Biology,1989,14737,0.92,0.76,32432,0.92,0.71
Biology,General Biology,1990,15823,0.92,0.76,36058,0.93,0.75
Biology,General Biology,1991,18592,0.91,0.74,41019,0.92,0.72
Biology,General Biology,1992,20055,0.92,0.76,44364,0.93,0.74
Biology,General Biology,1993,20353,0.91,0.73,42179,0.92,0.69
Biology,General Biology,1994,21368,0.91,0.75,40726,0.92,0.66
Biology,General Biology,1995,26023,0.92,0.77,51443,0.93,0.77
Biology,General Biology,1996,29808,0.92,0.71,49227,0.92,0.7
Biology,General Biology,1997,29959,0.91,0.69,41950,0.91,0.67
Biology,General Biology,1998,31886,0.91,0.69,43039,0.91,0.68
Biology,General Biology,1999,36304,0.91,0.72,50487,0.92,0.72
Biology,General Biology,2000,37305,0.91,0.7,49095,0.92,0.71
Biology,General Biology,2001,51071,0.92,0.72,50367,0.92,0.72
Biology,General Biology,2002,51770,0.92,0.74,43312,0.91,0.66
Biology,General Biology,2003,60383,0.93,0.75,49891,0.92,0.67
Biology,General Biology,2004,68737,0.94,0.75,63265,0.94,0.72
Biology,General Biology,2005,73687,0.94,0.76,55596,0.94,0.73
Biology,General Biology,2006,77330,0.94,0.73,71574,0.95,0.77
Biology,General Biology,2007,81479,0.94,0.74,60859,0.94,0.76
Biology,General Biology,2008,91506,0.94,0.71,57591,0.94,0.73
Biology,General Biology,2009,94049,0.94,0.72,42735,0.94,0.76
Biology,General Biology,2010,97179,0.94,0.71,38865,0.94,0.75
Biology,General Biology,2011,93044,0.94,0.7,24542,0.93,0.76
Biology,General Biology,2012,105034,0.94,0.71,17280,0.93,0.72
Biology,General Biology,2013,109963,0.94,0.72,8627,0.91,0.75
Biology,General Biology,2014,113111,0.94,0.71,1704,0.9,0.74
Biology,General Zoology,1950,1211,0.78,0.65,4055,0.85,0.71
Biology,General Zoology,1951,1039,0.74,0.59,3411,0.84,0.63
Biology,General Zoology,1952,1162,0.73,0.56,4091,0.82,0.58
Biology,General Zoology,1953,1304,0.75,0.57,5185,0.84,0.56
Biology,General Zoology,1954,1261,0.76,0.59,4185,0.85,0.54
Biology,General Zoology,1955,1127,0.74,0.64,4213,0.87,0.74
Biology,General Zoology,1956,1117,0.77,0.65,3530,0.85,0.65
Biology,General Zoology,1957,933,0.71,0.59,2757,0.87,0.71
Biology,General Zoology,1958,949,0.69,0.57,2052,0.84,0.67
Biology,General Zoology,1959,1272,0.76,0.65,1801,0.86,0.72
Biology,General Zoology,1960,1017,0.77,0.67,1998,0.87,0.69
Biology,General Zoology,1961,1898,0.85,0.64,6379,0.81,0.46
Biology,General Zoology,1962,2287,0.85,0.67,5314,0.84,0.52
Biology,General Zoology,1963,1985,0.81,0.69,4751,0.84,0.59
Biology,General Zoology,1964,1908,0.81,0.65,6393,0.86,0.51
Biology,General Zoology,1965,2441,0.86,0.69,7260,0.84,0.52
Biology,General Zoology,1966,4025,0.87,0.65,11491,0.79,0.45
Biology,General Zoology,1967,4979,0.86,0.68,13181,0.78,0.47
Biology,General Zoology,1968,5433,0.85,0.63,14801,0.8,0.46
Biology,General Zoology,1969,6159,0.85,0.6,19132,0.8,0.45
Biology,General Zoology,1970,5879,0.84,0.63,16757,0.81,0.46
Biology,General Zoology,1971,7146,0.83,0.61,20687,0.83,0.51
Biology,General Zoology,1972,8058,0.83,0.61,16798,0.79,0.44
Biology,General Zoology,1973,10168,0.86,0.64,18890,0.81,0.48
Biology,General Zoology,1974,9791,0.85,0.59,27263,0.82,0.46
Biology,General Zoology,1975,11642,0.86,0.62,22915,0.8,0.47
Biology,General Zoology,1976,12758,0.87,0.61,26054,0.8,0.41
Biology,General Zoology,1977,13407,0.86,0.59,29763,0.79,0.41
Biology,General Zoology,1978,15483,0.86,0.61,36050,0.8,0.42
Biology,General Zoology,1979,19534,0.84,0.52,36099,0.79,0.36
Biology,General Zoology,1980,18868,0.84,0.54,33367,0.78,0.37
Biology,General Zoology,1981,21302,0.83,0.55,36021,0.78,0.36
Biology,General Zoology,1982,25320,0.83,0.54,35570,0.78,0.38
Biology,General Zoology,1983,25414,0.84,0.54,37644,0.79,0.39
Biology,General Zoology,1984,29544,0.84,0.55,43459,0.8,0.4
Biology,General Zoology,1985,33678,0.84,0.54,43610,0.78,0.38
Biology,General Zoology,1986,28787,0.83,0.51,39652,0.79,0.38
Biology,General Zoology,1987,32603,0.83,0.5,38157,0.79,0.37
Biology,General Zoology,1988,32268,0.84,0.52,38999,0.8,0.37
Biology,General Zoology,1989,31716,0.84,0.51,39128,0.81,0.4
Biology,General Zoology,1990,32580,0.84,0.53,42629,0.8,0.38
Biology,General Zoology,1991,32897,0.84,0.5,40749,0.81,0.37
Biology,General Zoology,1992,32211,0.84,0.5,36515,0.8,0.37
Biology,General Zoology,1993,32547,0.84,0.51,37189,0.8,0.4
Biology,General Zoology,1994,33879,0.85,0.5,35204,0.78,0.36
Biology,General Zoology,1995,35486,0.85,0.5,35561,0.77,0.36
Biology,General Zoology,1996,42803,0.84,0.47,41483,0.78,0.36
Biology,General Zoology,1997,45773,0.84,0.49,38726,0.78,0.38
Biology,General Zoology,1998,49449,0.85,0.5,41414,0.78,0.38
Biology,General Zoology,1999,51177,0.86,0.5,43585,0.77,0.38
Biology,General Zoology,2000,56885,0.85,0.5,44708,0.76,0.38
Biology,General Zoology,2001,60602,0.86,0.52,42088,0.77,0.39
Biology,General Zoology,2002,65226,0.85,0.48,48590,0.77,0.41
Biology,General Zoology,2003,66738,0.86,0.51,42453,0.76,0.41
Biology,General Zoology,2004,75278,0.86,0.49,46418,0.74,0.38
Biology,General Zoology,2005,81894,0.86,0.48,44190,0.74,0.38
Biology,General Zoology,2006,93238,0.85,0.46,44061,0.72,0.37
Biology,General Zoology,2007,105445,0.85,0.46,40792,0.72,0.39
Biology,General Zoology,2008,120401,0.85,0.45,36737,0.7,0.38
Biology,General Zoology,2009,128899,0.86,0.49,38401,0.67,0.38
Biology,General Zoology,2010,145138,0.85,0.47,34709,0.66,0.37
Biology,General Zoology,2011,158417,0.85,0.47,26916,0.64,0.35
Biology,General Zoology,2012,165863,0.84,0.45,17321,0.61,0.34
Biology,General Zoology,2013,183573,0.83,0.47,9957,0.57,0.34
Biology,General Zoology,2014,187082,0.84,0.48,2305,0.48,0.29
Biology,Marine Biology & Hydrobiology,1950,668,0.76,0.6,3651,0.78,0.44
Biology,Marine Biology & Hydrobiology,1951,542,0.8,0.53,2623,0.65,0.39
Biology,Marine Biology & Hydrobiology,1952,674,0.77,0.56,3022,0.73,0.47
Biology,Marine Biology & Hydrobiology,1953,1012,0.77,0.55,4671,0.76,0.5
Biology,Marine Biology & Hydrobiology,1954,906,0.74,0.55,3246,0.66,0.45
Biology,Marine Biology & Hydrobiology,1955,939,0.77,0.53,4513,0.61,0.35
Biology,Marine Biology & Hydrobiology,1956,995,0.81,0.57,4200,0.62,0.38
Biology,Marine Biology & Hydrobiology,1957,1249,0.75,0.56,5015,0.6,0.38
Biology,Marine Biology & Hydrobiology,1958,1347,0.69,0.51,6076,0.56,0.33
Biology,Marine Biology & Hydrobiology,1959,1381,0.74,0.57,5348,0.6,0.36
Biology,Marine Biology & Hydrobiology,1960,1236,0.69,0.52,4945,0.58,0.33
Biology,Marine Biology & Hydrobiology,1961,1592,0.69,0.54,5824,0.58,0.36
Biology,Marine Biology & Hydrobiology,1962,1594,0.69,0.48,5378,0.52,0.29
Biology,Marine Biology & Hydrobiology,1963,1621,0.67,0.48,6108,0.54,0.32
Biology,Marine Biology & Hydrobiology,1964,1855,0.73,0.55,7538,0.56,0.31
Biology,Marine Biology & Hydrobiology,1965,2473,0.74,0.53,10223,0.53,0.3
Biology,Marine Biology & Hydrobiology,1966,3146,0.74,0.55,12735,0.51,0.29
Biology,Marine Biology & Hydrobiology,1967,4150,0.73,0.53,16980,0.51,0.3
Biology,Marine Biology & Hydrobiology,1968,4926,0.72,0.5,17977,0.49,0.28
Biology,Marine Biology & Hydrobiology,1969,5975,0.71,0.49,24097,0.48,0.28
Biology,Marine Biology & Hydrobiology,1970,6392,0.7,0.48,23960,0.49,0.3
Biology,Marine Biology & Hydrobiology,1971,9293,0.71,0.48,32046,0.49,0.29
Biology,Marine Biology & Hydrobiology,1972,9973,0.68,0.47,36539,0.5,0.31
Biology,Marine Biology & Hydrobiology,1973,11377,0.66,0.43,40975,0.49,0.31
Biology,Marine Biology & Hydrobiology,1974,12283,0.67,0.44,43429,0.47,0.29
Biology,Marine Biology & Hydrobiology,1975,14145,0.65,0.42,43702,0.47,0.29
Biology,Marine Biology & Hydrobiology,1976,16635,0.64,0.41,50311,0.46,0.29
Biology,Marine Biology & Hydrobiology,1977,19481,0.61,0.4,63249,0.46,0.28
Biology,Marine Biology & Hydrobiology,1978,18471,0.62,0.4,64996,0.45,0.29
Biology,Marine Biology & Hydrobiology,1979,23427,0.62,0.39,65952,0.46,0.28
Biology,Marine Biology & Hydrobiology,1980,31293,0.62,0.39,86856,0.45,0.28
Biology,Marine Biology & Hydrobiology,1981,32802,0.61,0.39,83828,0.45,0.28
Biology,Marine Biology & Hydrobiology,1982,41214,0.6,0.39,95607,0.44,0.28
Biology,Marine Biology & Hydrobiology,1983,45115,0.61,0.4,101981,0.46,0.3
Biology,Marine Biology & Hydrobiology,1984,53201,0.6,0.38,106450,0.44,0.28
Biology,Marine Biology & Hydrobiology,1985,52071,0.57,0.36,106407,0.44,0.29
Biology,Marine Biology & Hydrobiology,1986,61346,0.58,0.37,110182,0.45,0.29
Biology,Marine Biology & Hydrobiology,1987,59994,0.55,0.36,111197,0.44,0.29
Biology,Marine Biology & Hydrobiology,1988,65029,0.56,0.36,114534,0.46,0.3
Biology,Marine Biology & Hydrobiology,1989,68115,0.57,0.37,118101,0.47,0.31
Biology,Marine Biology & Hydrobiology,1990,72891,0.54,0.35,126334,0.45,0.29
Biology,Marine Biology & Hydrobiology,1991,78415,0.55,0.35,129116,0.46,0.3
Biology,Marine Biology & Hydrobiology,1992,80386,0.54,0.36,128826,0.46,0.31
Biology,Marine Biology & Hydrobiology,1993,85141,0.55,0.36,132411,0.49,0.33
Biology,Marine Biology & Hydrobiology,1994,93897,0.53,0.35,135338,0.46,0.31
Biology,Marine Biology & Hydrobiology,1995,104771,0.53,0.36,152764,0.48,0.33
Biology,Marine Biology & Hydrobiology,1996,117176,0.53,0.35,154766,0.48,0.33
Biology,Marine Biology & Hydrobiology,1997,118820,0.52,0.35,153170,0.48,0.32
Biology,Marine Biology & Hydrobiology,1998,131486,0.51,0.34,152319,0.48,0.32
Biology,Marine Biology & Hydrobiology,1999,136632,0.52,0.36,157932,0.49,0.34
Biology,Marine Biology & Hydrobiology,2000,142722,0.52,0.35,169439,0.51,0.35
Biology,Marine Biology & Hydrobiology,2001,150038,0.51,0.35,159135,0.51,0.35
Biology,Marine Biology & Hydrobiology,2002,167785,0.53,0.35,161384,0.52,0.36
Biology,Marine Biology & Hydrobiology,2003,175127,0.5,0.34,159583,0.51,0.35
Biology,Marine Biology & Hydrobiology,2004,179998,0.51,0.35,143595,0.52,0.36
Biology,Marine Biology & Hydrobiology,2005,195730,0.52,0.35,140330,0.53,0.36
Biology,Marine Biology & Hydrobiology,2006,223722,0.53,0.35,139512,0.53,0.37
Biology,Marine Biology & Hydrobiology,2007,234488,0.53,0.35,124691,0.53,0.36
Biology,Marine Biology & Hydrobiology,2008,250229,0.54,0.36,107776,0.55,0.38
Biology,Marine Biology & Hydrobiology,2009,267036,0.55,0.36,90083,0.56,0.39
Biology,Marine Biology & Hydrobiology,2010,286485,0.56,0.37,74906,0.56,0.4
Biology,Marine Biology & Hydrobiology,2011,309312,0.57,0.38,55307,0.56,0.41
Biology,Marine Biology & Hydrobiology,2012,320655,0.57,0.38,35915,0.56,0.41
Biology,Marine Biology & Hydrobiology,2013,327658,0.58,0.39,17348,0.56,0.41
Biology,Marine Biology & Hydrobiology,2014,343733,0.59,0.41,3996,0.51,0.37
Biology,Miscellaneous Biology,1956,225,0.89,0.84,686,0.83,0.77
Biology,Miscellaneous Biology,1957,291,0.88,0.87,807,0.76,0.75
Biology,Miscellaneous Biology,1958,193,0.91,0.88,1224,0.83,0.81
Biology,Miscellaneous Biology,1959,228,0.89,0.87,795,0.78,0.75
Biology,Miscellaneous Biology,1960,254,0.84,0.83,905,0.75,0.71
Biology,Miscellaneous Biology,1961,252,0.76,0.76,706,0.75,0.71
Biology,Miscellaneous Biology,1962,366,0.8,0.8,990,0.74,0.67
Biology,Miscellaneous Biology,1963,503,0.82,0.81,1087,0.75,0.72
Biology,Miscellaneous Biology,1964,779,0.89,0.85,1070,0.74,0.64
Biology,Miscellaneous Biology,1965,389,0.82,0.8,1078,0.81,0.74
Biology,Miscellaneous Biology,1966,836,0.81,0.71,1682,0.76,0.65
Biology,Miscellaneous Biology,1967,791,0.82,0.76,1714,0.76,0.67
Biology,Miscellaneous Biology,1968,1086,0.8,0.69,1803,0.74,0.52
Biology,Miscellaneous Biology,1969,1458,0.85,0.77,2591,0.73,0.65
Biology,Miscellaneous Biology,1970,1403,0.82,0.75,2547,0.78,0.72
Biology,Miscellaneous Biology,1971,1731,0.86,0.77,3001,0.75,0.65
Biology,Miscellaneous Biology,1972,2381,0.88,0.75,3862,0.71,0.61
Biology,Miscellaneous Biology,1973,2761,0.88,0.73,4129,0.78,0.63
Biology,Miscellaneous Biology,1974,2958,0.87,0.76,3843,0.75,0.65
Biology,Miscellaneous Biology,1975,2725,0.84,0.69,4200,0.77,0.62
Biology,Miscellaneous Biology,1976,5252,0.89,0.78,7213,0.78,0.67
Biology,Miscellaneous Biology,1977,5143,0.89,0.76,7290,0.77,0.62
Biology,Miscellaneous Biology,1978,5057,0.86,0.72,10291,0.81,0.67
Biology,Miscellaneous Biology,1979,5721,0.85,0.71,10172,0.81,0.67
Biology,Miscellaneous Biology,1980,6155,0.84,0.71,8974,0.8,0.64
Biology,Miscellaneous Biology,1981,7228,0.85,0.67,10300,0.8,0.61
Biology,Miscellaneous Biology,1982,7842,0.87,0.66,13288,0.85,0.63
Biology,Miscellaneous Biology,1983,8478,0.87,0.71,10605,0.81,0.65
Biology,Miscellaneous Biology,1984,8210,0.84,0.68,10791,0.8,0.62
Biology,Miscellaneous Biology,1985,9497,0.87,0.72,11258,0.81,0.66
Biology,Miscellaneous Biology,1986,9225,0.85,0.69,10654,0.83,0.66
Biology,Miscellaneous Biology,1987,9148,0.87,0.74,11111,0.83,0.61
Biology,Miscellaneous Biology,1988,9949,0.88,0.74,11567,0.84,0.68
Biology,Miscellaneous Biology,1989,8258,0.85,0.72,9530,0.83,0.69
Biology,Miscellaneous Biology,1990,10607,0.87,0.68,12318,0.83,0.63
Biology,Miscellaneous Biology,1991,10648,0.86,0.69,13830,0.84,0.62
Biology,Miscellaneous Biology,1992,9702,0.86,0.67,14567,0.84,0.6
Biology,Miscellaneous Biology,1993,9222,0.84,0.67,15769,0.85,0.59
Biology,Miscellaneous Biology,1994,9456,0.85,0.7,15386,0.85,0.58
Biology,Miscellaneous Biology,1995,15949,0.89,0.69,19809,0.87,0.57
Biology,Miscellaneous Biology,1996,21126,0.89,0.64,23526,0.88,0.57
Biology,Miscellaneous Biology,1997,20140,0.9,0.6,23764,0.87,0.52
Biology,Miscellaneous Biology,1998,28182,0.93,0.69,54354,0.92,0.6
Biology,Miscellaneous Biology,1999,29876,0.93,0.68,42552,0.9,0.67
Biology,Miscellaneous Biology,2000,36636,0.92,0.68,50433,0.9,0.67
Biology,Miscellaneous Biology,2001,44708,0.94,0.73,80603,0.93,0.68
Biology,Miscellaneous Biology,2002,56015,0.94,0.71,78445,0.92,0.68
Biology,Miscellaneous Biology,2003,58404,0.94,0.72,99447,0.93,0.68
Biology,Miscellaneous Biology,2004,64798,0.93,0.71,90325,0.92,0.69
Biology,Miscellaneous Biology,2005,84226,0.93,0.73,111214,0.93,0.74
Biology,Miscellaneous Biology,2006,88009,0.92,0.72,96378,0.93,0.67
Biology,Miscellaneous Biology,2007,94761,0.92,0.7,88165,0.93,0.68
Biology,Miscellaneous Biology,2008,100776,0.92,0.69,69309,0.92,0.68
Biology,Miscellaneous Biology,2009,105167,0.92,0.69,72731,0.92,0.72
Biology,Miscellaneous Biology,2010,112516,0.92,0.69,55567,0.92,0.7
Biology,Miscellaneous Biology,2011,122747,0.92,0.67,40262,0.92,0.69
Biology,Miscellaneous Biology,2012,122119,0.92,0.67,24951,0.91,0.67
Biology,Miscellaneous Biology,2013,124670,0.92,0.68,11400,0.9,0.68
Biology,Miscellaneous Biology,2014,131655,0.92,0.68,2658,0.89,0.69
Biology,Miscellaneous Zoology,1950,661,0.86,0.64,3179,0.8,0.47
Biology,Miscellaneous Zoology,1951,713,0.85,0.66,2790,0.83,0.54
Biology,Miscellaneous Zoology,1952,700,0.85,0.64,3010,0.87,0.48
Biology,Miscellaneous Zoology,1953,762,0.86,0.59,2868,0.84,0.42
Biology,Miscellaneous Zoology,1954,1024,0.86,0.64,2608,0.84,0.37
Biology,Miscellaneous Zoology,1955,170,0.84,0.74,460,0.85,0.55
Biology,Miscellaneous Zoology,1956,361,0.81,0.7,1068,0.84,0.53
Biology,Miscellaneous Zoology,1957,489,0.82,0.72,981,0.84,0.49
Biology,Miscellaneous Zoology,1958,239,0.76,0.6,656,0.88,0.48
Biology,Miscellaneous Zoology,1959,397,0.81,0.66,810,0.85,0.51
Biology,Miscellaneous Zoology,1960,773,0.89,0.71,1822,0.85,0.52
Biology,Miscellaneous Zoology,1961,1472,0.93,0.74,2969,0.86,0.54
Biology,Miscellaneous Zoology,1962,2253,0.93,0.78,4416,0.87,0.5
Biology,Miscellaneous Zoology,1963,2002,0.89,0.73,5061,0.88,0.53
Biology,Miscellaneous Zoology,1964,2732,0.9,0.72,7696,0.89,0.5
Biology,Miscellaneous Zoology,1965,3082,0.94,0.76,8296,0.79,0.52
Biology,Miscellaneous Zoology,1966,5825,0.89,0.73,17282,0.73,0.42
Biology,Miscellaneous Zoology,1967,7723,0.86,0.7,21232,0.77,0.47
Biology,Miscellaneous Zoology,1968,9129,0.85,0.69,22590,0.79,0.48
Biology,Miscellaneous Zoology,1969,10969,0.84,0.68,23338,0.8,0.47
Biology,Miscellaneous Zoology,1970,11089,0.81,0.63,24596,0.79,0.46
Biology,Miscellaneous Zoology,1971,12459,0.82,0.65,26432,0.83,0.49
Biology,Miscellaneous Zoology,1972,11989,0.81,0.64,22910,0.82,0.49
Biology,Miscellaneous Zoology,1973,13334,0.81,0.63,23480,0.81,0.46
Biology,Miscellaneous Zoology,1974,11820,0.81,0.64,21821,0.8,0.44
Biology,Miscellaneous Zoology,1975,6978,0.76,0.54,18035,0.71,0.34
Biology,Miscellaneous Zoology,1976,4990,0.69,0.46,14171,0.67,0.3
Biology,Miscellaneous Zoology,1977,6151,0.69,0.45,16307,0.69,0.29
Biology,Miscellaneous Zoology,1978,7074,0.74,0.52,22444,0.71,0.31
Biology,Miscellaneous Zoology,1979,10711,0.76,0.48,23697,0.7,0.3
Biology,Miscellaneous Zoology,1980,11907,0.75,0.48,25038,0.71,0.29
Biology,Miscellaneous Zoology,1981,10866,0.75,0.44,22623,0.71,0.29
Biology,Miscellaneous Zoology,1982,11053,0.74,0.43,21935,0.73,0.3
Biology,Miscellaneous Zoology,1983,12332,0.72,0.42,22627,0.71,0.28
Biology,Miscellaneous Zoology,1984,13588,0.71,0.39,24418,0.71,0.27
Biology,Miscellaneous Zoology,1985,15431,0.74,0.41,24231,0.72,0.29
Biology,Miscellaneous Zoology,1986,16822,0.75,0.42,24799,0.72,0.29
Biology,Miscellaneous Zoology,1987,18336,0.74,0.4,29394,0.73,0.31
Biology,Miscellaneous Zoology,1988,19548,0.75,0.45,27079,0.72,0.29
Biology,Miscellaneous Zoology,1989,18582,0.73,0.38,25940,0.72,0.3
Biology,Miscellaneous Zoology,1990,20280,0.72,0.39,26775,0.71,0.28
Biology,Miscellaneous Zoology,1991,20824,0.73,0.37,27934,0.73,0.28
Biology,Miscellaneous Zoology,1992,20667,0.72,0.36,26886,0.73,0.29
Biology,Miscellaneous Zoology,1993,20334,0.71,0.35,27533,0.72,0.28
Biology,Miscellaneous Zoology,1994,22044,0.72,0.37,26602,0.74,0.28
Biology,Miscellaneous Zoology,1995,24337,0.72,0.35,27488,0.74,0.27
Biology,Miscellaneous Zoology,1996,27538,0.74,0.36,27823,0.75,0.28
Biology,Miscellaneous Zoology,1997,27491,0.73,0.33,25909,0.75,0.27
Biology,Miscellaneous Zoology,1998,28532,0.74,0.34,29419,0.75,0.28
Biology,Miscellaneous Zoology,1999,30446,0.74,0.37,32326,0.77,0.29
Biology,Miscellaneous Zoology,2000,29409,0.73,0.34,26534,0.76,0.28
Biology,Miscellaneous Zoology,2001,29868,0.73,0.33,23254,0.75,0.28
Biology,Miscellaneous Zoology,2002,29915,0.73,0.34,23072,0.76,0.29
Biology,Miscellaneous Zoology,2003,33247,0.75,0.35,22157,0.78,0.3
Biology,Miscellaneous Zoology,2004,35406,0.75,0.34,23970,0.77,0.3
Biology,Miscellaneous Zoology,2005,35231,0.77,0.36,19869,0.78,0.33
Biology,Miscellaneous Zoology,2006,40734,0.75,0.34,20711,0.78,0.31
Biology,Miscellaneous Zoology,2007,42240,0.76,0.34,18279,0.75,0.28
Biology,Miscellaneous Zoology,2008,41347,0.76,0.33,14267,0.78,0.3
Biology,Miscellaneous Zoology,2009,43614,0.76,0.33,11500,0.77,0.31
Biology,Miscellaneous Zoology,2010,47080,0.78,0.36,9518,0.76,0.32
Biology,Miscellaneous Zoology,2011,51075,0.78,0.34,7785,0.74,0.31
Biology,Miscellaneous Zoology,2012,53846,0.79,0.35,4887,0.77,0.32
Biology,Miscellaneous Zoology,2013,51245,0.79,0.33,2077,0.75,0.3
Biology,Miscellaneous Zoology,2014,51790,0.8,0.35,536,0.73,0.33
